9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,-6.894922,-6.821156,-2.197398,9999,9999,9999,9999,9999,9999,-10.00814,-15.98875,-9.623384,-3.798059,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,-10.39358,-42.42395,-71.18859,-74.06911,-90.44472,-40,-11.97776,9999,9999,-46.41069,-24.28869,-45.94016,-76.50188,-67.16338,-42.67061,-9.033782,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,-6.241724,-54.6325,-45.68466,-91.37909,-100.9184,-104.2699,-107.2643,-100.446,9999,9999,-16.27397,-105.8646,-103.0657,-96.18431,-103.6569,-97.31093,-79.45977,-47.24913,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,-4.840608,9999,9999,9999,9999,9999,-46.66629,-93.44225,-92.97763,-107.3942,-107.9826,-110.0486,-111.656,-109.1118,9999,9999,-33.22087,-110.6623,-110.873,-109.1147,-107.6695,-103.7082,-95.11245,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
9999,9999,9999,9999,9999,9999,9999,9999,9999,-27.35968,-16.0728,-37.91772,-13.66672,9999,9999,9999,9999,-76.20901,-105.3669,-108.9743,-112.2167,-112.7318,-114.5059,-115,-108.1778,-3.180128,-5.004241,-110.4868,-115,-113.4711,-110.9295,-108.5433,-105.1522,-77.03694,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
9999,9999,9999,9999,9999,9999,9999,9999,-2.577086,-85.95174,-87.62222,-90.99664,-87.93005,-92.58504,-110,-103.8746,-53.86821,-93.53347,-110,-111.6029,-115,-115.5933,-115.8622,-115.2135,-111.3669,-106.4399,-100.6561,-115,-115,-113.5711,-111.0849,-95.89481,-59.47375,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
9999,9999,9999,9999,9999,9999,9999,9999,-31.40414,-99.96065,-105,-105.2247,-106.0319,-110.6289,-114.62,-114.5122,-115,-113.5568,-115,-115.3543,-116.2246,-117.1995,-117.7737,-117.2185,-115.7201,-114.5047,-115.3993,-117.3125,-117.2813,-113.161,-104.8203,-10.38569,9999,9999,9999,9999,9999,9999,-0.4407201,9999,-17.21163,-1.974315,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
9999,9999,9999,9999,9999,9999,9999,9999,-80,-101.7924,-107.1169,-108.9492,-110.6832,-112.9638,-115.4022,-117.3249,-117.9094,-118.0342,-118.4848,-118.3794,-118.5212,-118.7927,-119.436,-119.4883,-118.3333,-120,-118.6249,-119.7922,-119.6114,-115.4838,-92.4341,9999,9999,9999,9999,9999,-0.5467877,9999,-40.74561,-57.9897,-60.90246,-29.5281,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
9999,9999,9999,9999,9999,9999,9999,9999,-45.18255,-102.1636,-108.6581,-110.9487,-112.6256,-114.3922,-116.8447,-119.328,-120,-120,-120,-120,-120,-121.1111,-122.5,-122.7508,-121.3855,-121.6667,-121.7738,-121.9444,-120.1336,-115.4917,-18.4673,9999,9999,9999,9999,9999,-58.37325,-94.21925,-99.86407,-94.76448,-77.72507,-23.85634,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,-1.78981,-4.455403,-8.36123,-2.35112,9999,9999,9999
